1.000000000000000000e+01,1.200000000000000000e+01,7.414063195225292446e+00,3.195266401466712480e+00
1.000000000000000000e+01,1.400000000000000000e+01,7.777752641118285126e+00,3.269953600499296176e+00
1.000000000000000000e+01,4.900000000000000000e+01,1.036109163132652711e+01,4.578426005033220392e+00
1.000000000000000000e+01,5.000000000000000000e+01,1.126550893984256341e+01,5.676736573271981001e+00
1.000000000000000000e+01,5.100000000000000000e+01,1.574420851353313644e+01,3.451027937968891734e+00
1.000000000000000000e+01,5.300000000000000000e+01,1.281465911002168134e+01,5.954451870302992944e+00
1.200000000000000000e+01,2.500000000000000000e+01,2.962656434058524368e+01,3.138672730118931398e+01
1.200000000000000000e+01,2.700000000000000000e+01,3.842507598479357966e+01,3.872650855201226250e+01
1.200000000000000000e+01,2.900000000000000000e+01,4.062281588775232422e+01,4.097867628650177352e+01
1.200000000000000000e+01,3.200000000000000000e+01,2.806936967302850405e+01,3.340275237927539109e+01
1.200000000000000000e+01,3.300000000000000000e+01,3.437179428203993581e+01,2.620107138657764878e+01
1.200000000000000000e+01,3.400000000000000000e+01,3.422160580956256837e+01,2.667120795320793647e+01
1.300000000000000000e+01,2.600000000000000000e+01,1.061083338989790121e+02,3.695547065425814282e+01
1.300000000000000000e+01,3.300000000000000000e+01,2.920004070688889186e+01,3.305143751328578361e+01
1.300000000000000000e+01,3.400000000000000000e+01,2.953962923569721255e+01,2.519341240922706149e+01
1.300000000000000000e+01,5.300000000000000000e+01,3.345442922612420489e+01,1.124226308055244949e+01
1.300000000000000000e+01,5.600000000000000000e+01,8.247447804004363206e+03,6.961582952186493034e-02
1.400000000000000000e+01,2.400000000000000000e+01,3.118903990127948589e+01,1.977772414059054640e+01
1.400000000000000000e+01,2.600000000000000000e+01,3.282127691134827785e+01,3.891306337055755193e+01
1.400000000000000000e+01,4.900000000000000000e+01,1.286779821264407531e+01,5.907296376649464165e+00
1.400000000000000000e+01,5.300000000000000000e+01,1.542307777196420489e+02,7.539281506174400960e+00
1.400000000000000000e+01,5.500000000000000000e+01,5.573288130655629175e+03,7.006742032609022952e-02
1.400000000000000000e+01,5.600000000000000000e+01,4.408004213621167366e+01,1.876939463881883441e+01
